emotion_en,sentence_en,emotion_de,sentence_de
love,made this for you when i got home from wango tango http://bit.ly/1UjzQ    what a wonderful day.,Vertrauen,"machte das für dich, als ich von Wango Tango http://bit.ly/1ujzq nach Hause kam, was für ein wundervoller Tag."
neutral,i am on aim getting ready to go to bed. running a 5k tommorow for mothers day. wish me luck!,Unklar,"Ich bin auf dem Ziel, mich darauf vorzubereiten, ins Bett zu gehen.Laufen Sie einen 5 -km -Tommorow für den Muttertag.wünsch mir Glück!"
neutral,@kennywormald ohh I was so confused!:p I haven't seen it. It's your favourite?,Unklar,@kennywormald ohh ich war so verwirrt!: p Ich habe es nicht gesehen.Es ist dein Favorit?
sadness,so tired and i think i'm definitely going to get an ear infection.  going to bed &quot;early&quot; for once.,Traurigkeit,"So müde und ich denke, ich werde definitiv eine Ohrenentzündung bekommen.Gehen Sie ins Bett. Early & quot;einmal."
worry,@ladybee_5652 ... =D ok wassup,Angst,@ladybee_5652 ... = D ok Wassup
love,is Happy Mothers Day.   Taking Mum out for dinner to one of my favourite restaurants down Glenelg now,Vertrauen,ist glücklicher Muttertag.Mama zum Abendessen in eines meiner Lieblingsrestaurants in Glenelg mitnehmen
happiness,@scattyjan All the best with the Cup Final today. Have fun,Freude,@scattyjan ist alles am besten mit dem Pokalfinale heute.Spaß haben
enthusiasm,"So, I need to make a lot of money tomorrow",Antizipation,Also muss ich morgen viel Geld verdienen
worry,"Welcome @MarcCall !!! Let me suggest to you @fakejohnpiper and @fakepastormark. You'll love 'em! In other news, my algae fish died today",Angst,Willkommen @marccall !!!Lassen Sie mich Ihnen @FakeJohnpiper und @FakePastOrrark vorschlagen.Du wirst sie lieben!In anderen Nachrichten starben mein Algenfisch heute
neutral,"Good afternoon all. Sorted technical glitch. A rainy BH monday so a lazy day, then daughters and their menfolk round for a roast dinner",Unklar,"Guten Tag alle.Sortierte technische Panne.Ein regnerischer BH -Montag, so ein fauler Tag, dann Töchter und ihre Männer für ein Bratenessen"
neutral,2nd to last episode of jay leno  itll never be the same!  nite twitter,Unklar,"2. bis letzte Episode von Jay Leno, es wird nie dasselbe sein!Nite Twitter"
love,@iamkryssa twitter does not suck missy love you,Vertrauen,"@iamkrysssa Twitter saugt Missy nicht, liebe dich"
hate,The weather is gross outside. It puts me in a bad mood.,Ekel,Das Wetter ist draußen eklig.Es bringt mich schlecht gelaunt.
neutral,@Mitry909 no Belgian an not a record collector,Unklar,@Mitry909 Nein Belgier und kein Rekordsammler
worry,"honestly, why did the folks at Microsoft do MS Word 2007 to me?  I can't believe I just spent 10 minutes finding auto correct options",Angst,"Ehrlich gesagt, warum haben die Leute von Microsoft MS Word 2007 mir gemacht?Ich kann nicht glauben, dass ich gerade 10 Minuten damit verbracht habe, automatische korrekte Optionen zu finden"
neutral,need a lots of moneeeeeeeeeeeeeeeey,Unklar,Benötigen Sie viele Moneeeeeeeeeeeeeeeeey
sadness,@austincarlile I'm sad.  I want to go to the sd zoo. say hi to the giraffes and elephants and polar bears for me!,Traurigkeit,@Austincarlile Ich bin traurig.Ich möchte in den SD -Zoo gehen.Sag Hallo zu den Giraffen und Elefanten und Eisbären für mich!
neutral,"Thank goodness for starbucks iced coffee...I was feeling so sluggish today, I think its this awful LA weather",Unklar,"Gott sei Dank für Starbucks Iced Coffee ... Ich fühlte mich heute so träge, ich denke, es ist dieses schreckliche LA -Wetter"
neutral,Making an iMovie of college,Unklar,Einen IMovie des College machen
worry,"@JodiOKeefee what on earth happened to wentworth's page?!? i'm devastated, as i'm sure ALL of his fans are!",Angst,"@Jodiokeefee Was um alles in der Welt ist mit Wentworths Seite passiert?!?Ich bin am Boden zerstört, da ich sicher bin, dass alle seine Fans sind!"
happiness,@ebassman I just got two tickets one for speeding and one for tinted windows,Freude,@ebassman Ich habe gerade zwei Tickets für Geschwindigkeitsüberschreitung und einen für getönte Fenster bekommen
sadness,@LiveFreeT  awww that's sad...,Traurigkeit,@Livefreet awww das ist traurig ...
hate,I'm so very tired...and have insomnia.,Ekel,Ich bin so sehr müde ... und Schlaflosigkeit.
neutral,"@philiplinden @secondlife Blake Sea should have been a water sandbox (a la Cordova), but we can't rez objects and autoreturn is 5 mins",Unklar,"@Philiplinden @secondLife Blake Sea sollte eine Wassersandkiste sein (a la Cordova), aber wir können keine Objekte rez und der Autoreturn 5 Minuten dauert"
happiness,Smith/Amherst mini-reunion last night was fun- how i miss the old days,Freude,Smith/Amherst Mini-Reunion letzte Nacht hat Spaß gemacht- wie ich die alten Tage vermisse
worry,Just passed a wrecked car  hoping everyone got out OK. Finally picking up speed. Should have been in B'mpre by now.,Angst,"Ich habe gerade ein zerstörtes Auto vorbeigekommen, in der Hoffnung, dass alle in Ordnung ausgestiegen sind.Endlich die Geschwindigkeit aufnehmen.Hätte inzwischen in B'mpre sein sollen."
sadness,@dsml dont depress me  I have the mother-in-law staying the weekend. Someone else to wait on other than the kids!,Traurigkeit,"@dsml deprimieren mich nicht. Ich habe die Schwiegermutter am Wochenende.Jemand anderes, um auf andere als die Kinder zu warten!"
sadness,Big Sad Face   Bing doesn't work on iPhone.  It just takes you to the regular mobile Live search.,Traurigkeit,Big Sad Face Bing funktioniert auf dem iPhone nicht.Es führt Sie nur zur regulären mobilen Live -Suche.
worry,soo fucking stressed out...I think I could possibly lose it,Angst,"Soo verdammt gestresst ... Ich denke, ich könnte es möglicherweise verlieren"
happiness,@taylorswift13 oh great!  hope you'll have a blast there! ;),Freude,"@Taylorswift13 Oh großartig!Ich hoffe, Sie haben dort eine tolle Zeit!;))"
happiness,"@Sanazypoo OMG!! Hahaha! I thought you were joking about Twittering that, hahaha!! Awesome, good times were had by all",Freude,"@Sanazypoo omg !!Hahaha!Ich dachte du scherzst darüber, dass du das twitterst, hahaha !!Super, gute Zeiten hatten von allen guten Zeiten"
worry,"@xolotl ohhh ok. so like, it's more frustrating? I had my hands on a 3g iphone last week but it was upgraded so i couldn't unlock it",Angst,"@xolotl ohhh ok.Also ist es frustrierender?Ich hatte letzte Woche ein 3G -iPhone an den Händen, aber es wurde verbessert, damit ich es nicht freischalten konnte"
love,Today is a tuff day...g'morning,Vertrauen,Heute ist ein Tuff -Tag ... G'morning
love,I completely forgot it was mothersday today.. Lol  Happy mothersday to all of you beautiful mums out there!,Vertrauen,"Ich habe völlig vergessen, dass es heute Muttertag war."
happiness,@UncleRUSH Good morning to you. Hope you have a nice productive day,Freude,"@Unclerush Guten Morgen dir.Ich hoffe, Sie haben einen schönen produktiven Tag"
neutral,@brittany_shaw night babe,Unklar,@brittany_shaw night babe
surprise,I still smell of smoke  #kitchenfire,Überraschung,Ich rieche immer noch nach Rauch #Kitchenfire
sadness,@webaggression I can only promise about 150 or so.,Traurigkeit,@Webaggression Ich kann nur etwa 150 versprechen.
happiness,a sunny day brights up the day!,Freude,Ein sonniger Tag leuchtet den Tag!
worry,http://twitpic.com/66xjl - An hour in the sun turned me into a blancmange. Sucks to be pale,Angst,"http://twitpic.com/66xjl - Eine Stunde in der Sonne verwandelte mich in einen Blancmange.Scheiße, blass zu sein"
neutral,Deucie picked up by his sitter for the weekend.,Unklar,Deucie nahm für das Wochenende an seinem Sitter ab.
sadness,I'm up way to early today!  Work later.,Traurigkeit,Ich bin heute früh auf dem Weg!Später arbeiten.
neutral,*yawn* i think imma go to bed. night guys,Unklar,"* gähnen* Ich denke, Imma geht ins Bett.Gute Nacht, Jungs"
worry,@gail_collins I'm not sure I understand how this twitter thing works...,Angst,"@gail_collins Ich bin mir nicht sicher, ob ich verstehe, wie diese Twitter -Sache funktioniert ..."
surprise,endless streams of tea~~~~... it's a holiday day here... how do I know? it's raining,Überraschung,Endlose Teeströme ~~~~ ... Es ist ein Feiertagstag hier ... woher weiß ich?es regnet
worry,"@riskybizness23 sooo, u just gon cheat on me and tell everybody on twitter? I don't know if I can trust you anymore.     j/k",Angst,"@RiskyBizness23 Sooo, du betrüge nur auf mich und erzählst es allen auf Twitter?Ich weiß nicht, ob ich dir mehr vertrauen kann.j/k"
neutral,happy mothers day... *i love you mom...*,Unklar,"Frohen Muttertag, ich hab dich lieb Mama...*"
worry,"Just found about ten typos in one story in the Plain Dealer, including one run on sentence. It happens more and more these days",Angst,"Ich habe gerade ungefähr zehn Tippfehler in einer Geschichte im einfachen Händler gefunden, darunter einen Lauf im Satz.Es passiert heutzutage immer mehr"
worry,@Caius the gloss screen on my macbook would probably rule me out,Angst,@Caius Der Glanzbildschirm auf meinem MacBook würde mich wahrscheinlich ausschließen
neutral,http://twitpic.com/6698b - Clean,Unklar,http://twitpic.com/6698b - sauber
neutral,pink bubble baths and champs,Unklar,Pink Bubble Bads und Champs
worry,not super keen on the drive home through the rain.. additional concentration required that i don't really wanna deal with,Angst,"Nicht super interessiert auf der Heimfahrt durch den Regen. Zusätzliche Konzentration erforderte, dass ich mich nicht wirklich umgehen möchte"
neutral,Ugh cramps  and it's hot,Unklar,Ugh Krämpfe und es ist heiß
happiness,"@taylorswift13 woah that's cool  just landed in London about 2 and1/2 hours ago.I LOVE the scenery, beautiful ,",Freude,"@taylorswift13 woah das ist cool, der gerade vor 2 und 1/2 Stunden in London gelandet ist. Ich liebe die Landschaft, schön,"
worry,Bought it.  Now I have to wait 2-3 weeks.   Boo.,Angst,Gekauft.Jetzt muss ich 2-3 Wochen warten.Boo.
sadness,@CaptainFlashman  Oh no - Poor you!!,Traurigkeit,@Captainflashman oh nein - arm du !!
love,@fancyfantastic you know I love you.,Vertrauen,"@fancyfantastic du weißt ich, ich liebe dich."
neutral,@ethyl_deadgirl :hard stare:,Unklar,@ethyl_deadgirl: hart anstarren:
neutral,@Jeewilikers...you should call school and tell them you have swine flu so we can have the day off,Unklar,"@Jeewiliker ... Sie sollten die Schule anrufen und ihnen sagen, dass Sie Schweinegrippe haben, damit wir den Tag frei haben können"
neutral,@cassiekitsch Okay. So Rose told me your phone was shut off and you might be moving back to Spokane? What is going on?,Unklar,"@Cassiekitsch okay.Also sagte Rose mir, dass Ihr Telefon ausgeschaltet war und Sie möglicherweise nach Spokane zurückkehren?Was ist los?"
neutral,"looking for my dog, she escaped",Unklar,Auf der Suche nach meinem Hund entkam sie
love,@JohnLloydTaylor aw.  I'm glad you do. Where would we be with out one?,Vertrauen,@Johnlloydtaylor aw.Ich bin froh dass du es tust.Wo wären wir mit einem?
worry,hanging out with my babyy,Angst,Mit meinem Baby rumhängen
worry,@Erock2106 yeah! but too late  lol,Angst,@EROCK2106 Ja!Aber zu spät lol
sadness,"@cindyefolson the signal that makes your internet &quot;go&quot; is pretty bad  getting a tech out will get that fixed up, though!",Traurigkeit,"@Cindyefolson Das Signal, das Ihr Internet macht ""Go & quot;Ist es ziemlich schlecht, einen Tech herauszuholen, wird das jedoch repariert!"
surprise,"@Tina_Marie_2009 Glad to hear you're quitting. I hope it works out! Also, thanks for the sweet mother's day card. Made me smile.",Überraschung,"@Tina_Marie_2009 Ich bin froh zu hören, dass du aufhörst.Ich hoffe es klappt!Danke auch für die süße Muttertagskarte.Brachte mich zum Lächeln."
sadness,@FreyaLynn lol seriously.  fail. ::sigh::,Traurigkeit,@Freyalynn lol ernsthaft.scheitern.::seufzen::
sadness,@getape I had bad net issues on Weds so couldn't broadcast  Am on tonight tho... tune in for new anthems and bad mixing!,Traurigkeit,"@Getape Ich hatte schlechte Nettoprobleme bei Weds, also konnte ich heute Abend nicht übertragen werden ... Schalten Sie sich auf neue Hymnen und schlechtes Mischen ein!"
sadness,@jennwadsworth So sad that schools have to close.,Traurigkeit,"@jennwadsworth so traurig, dass die Schulen schließen müssen."
sadness,can't go to the movies today,Traurigkeit,Ich kann heute nicht ins Kino gehen
worry,@MacQuid Soetimes I envy those who have spent their whole lives in one place and have deep roots... the grass on the other side syndrome!,Angst,"@Macquid Manchmal beneide ich diejenigen, die ihr ganzes Leben an einem Ort verbracht haben und tiefe Wurzeln haben ... das Gras auf dem anderen Seitensyndrom!"
love,Happy Mother's Day to all mothers,Vertrauen,Frohen Muttertag an alle Mütter
worry,@Rooks_ nooo  no roo crying. but omg i wanted to slap her. she was singing fine then from out of nowhere- BOOHOOOOOOOOOOO,Angst,"@Rooks_ nein, nein Roo weinen.Aber Omg, ich wollte sie schlagen.Sie sang dann gut aus dem Nichts- Boohoooooooooooooo"
love,@Crazy_Cindy  BIG HUGGS,Vertrauen,@Crazy_cindy Big Huggs
happiness,@mahnameisjerik0 THANK YOU,Freude,@mahnameisjerik0 danke
worry,"I got battery acid in an open wound on my index finger  Fuck, it burned so much.",Angst,"Ich habe Batteriesäure in einer offenen Wunde auf meinem Zeigefingerfick bekommen, sie hat so viel verbrannt."
enthusiasm,"April showers bring May flowers, yea",Antizipation,"Aprilschauer bringen May Flowers, ja"
neutral,"talkshow with Larry, then Cage?",Unklar,"Talkshow mit Larry, dem Käfig?"
neutral,@chocoluvalm i'm trying to figure that out right now,Unklar,@chocoluvalm Ich versuche das gerade herauszufinden
neutral,@bigeyedfishie Good news about the tooth!,Unklar,@bigeyedfishie Gute Nachrichten über den Zahn!
love,"@jenstier Ooooh, that's very pretty Jen! I'm sure she'll love it!",Vertrauen,"@enstier ooooh, das ist sehr hübsch Jen!Ich bin sicher, sie wird es lieben!"
neutral,@nkangel74 Just ignore it.....and get sum rest...get rid of that headache,Unklar,@nkangel74 ignorieren Sie es einfach ..... und machen Sie sich die Summe aus ...
sadness,Sad that I won't see Deb for two days.,Traurigkeit,"Traurig, dass ich zwei Tage lang Deb werde."
sadness,@marvelvscapcom doesnt work already,Traurigkeit,@marvelvscapcom funktioniert noch nicht schon
surprise,@jury323 ommg gurll why aren't u going how sad,Überraschung,@Jury323 OMMG Gurll Warum geht es dir nicht so traurig?
worry,isnt going to the movies!! i got grounded,Angst,Gehen Sie nicht ins Kino !!Ich wurde geerdet
sadness,@AlexanderGWhite daaammmnnnnn I do wish I was there.,Traurigkeit,"@Alexandergwhite DaaammMnnn Ich wünschte, ich wäre dort."
neutral,"Going to bed, night all",Unklar,"Ins Bett gehen, Nacht alle"
worry,Computer is packed away. There goes my life. Right into a cardboard box.,Angst,Der Computer ist weggepackt.Da geht mein Leben.Direkt in einen Karton.
neutral,@Geeblink A eu fiz de chocolate,Unklar,@Geeblink a Ich habe Schokolade gemacht
worry,I cant afford life right now. Everything i want to do is too expensive,Angst,"Ich kann mir das Leben momentan nicht leisten.Alles, was ich tun möchte, ist zu teuer"
worry,My throat hurts bad.  tonight is going to be fun.,Angst,Mein Hals tut weh.Heute Abend wird Spaß machen.
worry,I am up and feeling pretty damn gud! I dont even have a hangover what a nice feeling,Angst,"Ich bin auf und fühle mich verdammt gut!Ich habe nicht einmal einen Kater, was für ein schönes Gefühl"
worry,so sad i wont b able to go to the eugenia kim sample sale in ny. womp womp.,Angst,"So traurig, dass ich nicht in der Lage bin, in die Eugenia Kim -Probeverkauf in NY zu gehen.WOMP WOMP."
surprise,i messed up my back/hip. it hurts so bad,Überraschung,Ich habe meinen Rücken/meine Hüfte durcheinander gebracht.es tut so weh
neutral,is taking Ethan and Ryder to playgroup this morning,Unklar,nimmt Ethan und Ryder heute Morgen zum Spielgruppen
