sentence_de,emotion_de,emotion_en,sentence_en
Renzi gewinnt Vertrauensvotum im Parlament zu Homo-Partnerschaften,Antizipation,enthusiasm,Renzi wins the vote of trust in parliament to gay partnerships
Jetzt darf Dolly-Vater Menschen klonen,Unklar,neutral,Now dolly father can clone people
Religion ist nicht das Leben selbst,Angst,worry,Religion is not life itself
Jagdverbotsinitiative geht selbst SP und Grünen zu weit,Überraschung,surprise,Hunting ban initiative goes too far even SP and the Greens
Auf den Pariser Strassen hat es mehr Obdachlose als offiziell angenommen,Traurigkeit,sadness,"In the Paris streets, more homeless people than officially accepted it"
Hat es den «freien Willen» je gegeben?,Angst,worry,Has there ever existed the “free will”?
EU-Umweltminister öffnen Tür zu neuen Anbauregeln für Genpflanzen,Antizipation,enthusiasm,EU Environment Minister open the door to new growing rules for gene plants
Fünf Rezepte gegen die SVP,Antizipation,enthusiasm,Five recipes against the SVP
So schlecht sind wir beim Naturschutz,Traurigkeit,sadness,We are so bad in nature conservation
Neue Gentech-Verfahren sollen in der Schweiz liberaler reguliert werden als in der EU,Antizipation,enthusiasm,New Gentech procedures are to be regulated in Switzerland more liberal than in the EU
"Die AHV schreibt ein Defizit von 2,2 Milliarden Franken",Traurigkeit,sadness,AHV writes a deficit of CHF 2.2 billion
"«Das ist sehr sexistisch, rassistisch und homophob!»",Unklar,neutral,"""This is very sexist, racist and homophobic!"""
Richter wehren sich gegen höhere Mindeststrafen für Sexualdelikte,Vertrauen,love,Judges defend themselves against higher minimum sentences for sexual offenses
Die Initiative «Wildhüter statt Jäger» auf einen Blick,Vertrauen,love,The “Wildkeeper instead of hunter” initiative at a glance
Knast-Wärterin wollte Ausbrecher als Killer anheuern,Überraschung,surprise,Past attendant wanted to hire the outbreak as a killer
«Die Schweiz muss raus aus der Schockstarre»,Vertrauen,love,"""Switzerland has to get out of the shock"""
Doping: Der Traum vom Adonis-Körper genügt als Motiv,Vertrauen,love,Doping: The dream of the Adonis body is sufficient as a motif
Erpressung mit Sexbildern: Internet-Unhold wird milder bestraft,Traurigkeit,sadness,Stepping with sex pictures: Internet-Short is punished milder
Es gibt eine hormonelle Bremse für intersexuelle Leichtathleten,Antizipation,enthusiasm,There is a hormonal brake for intersex athletes
Bis spätabends ins kühle Nass: Weshalb die SP Zürich längere Badi-Öffnungszeiten fordert,Freude,happiness,Until late at night into the cool water: why the SP Zurich demands longer Badi opening times
Avenir Suisse fordert Schuldenbremse für AHV,Antizipation,enthusiasm,Avenir Suisse demands debt brake for AHV
Jerusalemer Kirchenstreit: Israel legt umstrittene Pläne auf Eis,Überraschung,surprise,Jerusalem church dispute: Israel puts controversial plans on ice
Indiens Wahrzeichen sollen mit Firmenlogos versehen werden,Freude,happiness,India's landmark should be provided with company logos
Kommission will Gegenvorschlag zur Konzernverantwortungsinitiative,Vertrauen,love,Commission wants counter -proposal to the group responsibility initiative
Die stille Lobbyorganisation der Hochschulen,Vertrauen,love,The silent lobbying organization of the universities
Hitzeperioden und schwindender Permafrost: Die Schweiz muss sich für den Klimawandel wappnen,Antizipation,enthusiasm,Heat periods and dwindling permafrost: Switzerland has to prepare for climate change
Fitness wird zum Muss – alle wollen Ihre Gesundheitsdaten,Antizipation,enthusiasm,Fitness becomes a must - everyone wants their health data
Staatlich anerkannter Islam,Freude,happiness,State -recognized Islam
Google-Chef kassiert 100 Millionen Bonus,Freude,happiness,Google boss collects 100 million bonus
Hooligan muss zahlen,Unklar,neutral,Hooligan has to pay
Schweiz will gleiche Klima-Gradmesser,Antizipation,enthusiasm,Switzerland wants the same climate degree knife
Die EU-Staaten fordern die Schweiz zur Annahme des Rahmenvertrags auf,Antizipation,enthusiasm,The EU countries ask Switzerland to accept the framework contract
"Die Zahlen papierloser Zuwanderer in die USA sind auf einem Zehnjahres-Hoch. Trumps Mauer verhindert, die Krise in den Griff zu bekommen",Antizipation,enthusiasm,The numbers of paperless immigrants to the USA are at a ten-year high.Trump's wall prevents the crisis from getting a grip on
Sterbehilfe ist in Italien kein Tabu mehr,Traurigkeit,sadness,Euthanasia is no longer taboo in Italy
Weshalb der Zürcher Flughafendirektor nichts von einer Ticketabgabe hält,Überraschung,surprise,Which is why the Zurich airport director does not think of a ticket tax
«Datenschutz wird zum Täterschutz!»,Ärger,anger,"""Data protection becomes a perpetrator protection!"""
Schweiz propagiert Blockchain-Lösungen für Flüchtlinge,Freude,happiness,Switzerland propagates blockchain solutions for refugees
"Der neue Bericht des Uno-Klimarats stellt sich der Frage, wie der Mensch in Zukunft leben kann. Die Antwort ist verworren",Angst,worry,The new report of the UN climate artery arises as to how people can live in the future.The answer is confused
«Die lebenslange Verwahrung ist gestorben»,Traurigkeit,sadness,"""The lifelong custody has died"""
Die Schweiz wird über das Burkaverbot abstimmen,Überraschung,surprise,Switzerland will vote on the burqa ban
Frustrierte Hotelkette wirft Influencer raus,Ärger,anger,Frustrated hotel chain throws out influencers
Industrie-Allianz gegen Plastikabfälle: Greenpeace macht es sich mit der Verteufelung zu leicht,Antizipation,enthusiasm,Industrial alliance against plastic waste: Greenpeace makes it too easy with the demonization
"Wissenschafter werweissen, ob die Erde in eine Heisszeit kippen könnte",Angst,worry,Science advertisements whether the earth could tip over into a hot period
Polizei will Prostituierte nicht vertreiben,Traurigkeit,sadness,Police do not want to pass prostitutes away
Dicke Luft im Videospielsektor,Antizipation,enthusiasm,Thick air in the video game sector
Laksmi Pamuntjak: Schreiben als Kampf gegen das eigene Stigma,Ekel,hate,Laksmi Pamuntjak: Writing as a fight against your own stigma
Google hat nun 7 Chat-Apps im Angebot,Antizipation,enthusiasm,Google now offers 7 chat apps
Australiens ältester Wissenschafter ist in der Schweiz angekommen – er will hier sterben,Unklar,neutral,Australia's oldest scientist has arrived in Switzerland - he wants to die here
Doping ist kein Problem mehr,Antizipation,enthusiasm,Doping is no longer a problem
Smartphones füllen Huawei die Kasse,Freude,happiness,Smartphones fill Huawei the cash register
Zürcher Wirtschaft muss Kinderbetreuung nicht unterstützen,Unklar,neutral,Zurich economy does not have to support childcare
Kommt jetzt der automatische Rentenklau?,Ärger,anger,Is the automatic pension theft now comes?
"Bis um 2 Uhr draussen essen und trinken: Zürich testet «mediterrane Nächte», doch die Gegner künden erbitterten Widerstand an",Antizipation,enthusiasm,"Eat and drink outside until 2 a.m.: Zurich tests “Mediterranean nights”, but the opponents report bitter resistance"
Die Initiative «Wildhüter statt Jäger» auf einen Blick,Antizipation,enthusiasm,The “Wildkeeper instead of hunter” initiative at a glance
Ein aufgeklärter Mensch kann sich von Mohammed nur distanzieren,Traurigkeit,sadness,An enlightened person can only distance himself from Mohammed
Der Mörder von Rupperswil wird ordentlich verwahrt. Was heisst das? Eine Erklärung,Überraschung,surprise,Rupperswil's murderer is kept properly.What does that mean?An explanation
Künstliche Intelligenz als Schmiermittel für die Suchmaschine,Vertrauen,love,Artificial intelligence as a lubricant for the search engine
Google baut ein «echtes Hirn» in Zürich,Freude,happiness,"Google builds a ""real brain"" in Zurich"
Wie funktioniert eine Suchmaschine?,Freude,happiness,How does a search engine work?
Nach Sperre: Russlands Antidoping-Agentur legt Einspruch ein,Ärger,anger,According to lock: Russia's antidoping agency makes an objection
Staatliche Anerkennung von Religionsgemeinschaften: ein Auslaufmodell?,Antizipation,enthusiasm,State recognition of religious communities: a discontinued model?
Politischer Prozentsatz,Unklar,neutral,Political percentage
US-Republikaner wollen Schuldenobergrenze aussetzen,Unklar,neutral,US republicans want to suspend the upper debt limit
Zehn Millionen Menschen in Äthiopien wegen Dürre vom Hunger bedroht,Traurigkeit,sadness,Ten million people in Ethiopia threaten to hunger because of drought
Die EU-Flüchtlingshilfe an die Türkei ist zu wenig effizient,Traurigkeit,sadness,EU refugee aid to Turkey is not efficient too
Polen demonstrieren gegen strengere Abtreibungsgesetze,Antizipation,enthusiasm,Poland demonstrate against stricter abortion laws
Die Schweiz darf nicht der EU geopfert werden,Ärger,anger,Switzerland must not be sacrificed to the EU
Aber was ist Bitcoin eigentlich?,Angst,worry,But what is Bitcoin?
Ab Herbst führt der Flughafen Zürich Gesichtserkennung ein,Überraschung,surprise,"From autumn, Zurich Airport will introduce facial recognition"
Volk sagt klar Ja zur Anti-Minarett-Initiative!,Überraschung,surprise,Volk clearly says yes to the anti-minaret initiative!
Höheres Haftungsrisiko für Hersteller selbstfahrender Fahrzeuge,Antizipation,enthusiasm,Higher risk of liability for manufacturers of self -driving vehicles
Nationalrat sagt knapp Ja zum Burkaverbot,Antizipation,enthusiasm,National Council says yes to the burqa ban
Ausstieg aus der Irrationalität,Vertrauen,love,Exit from irrationality
Die Antwort auf Trump heisst TTIP,Antizipation,enthusiasm,The answer to Trump is called TTIP
Die SVP verrät ihre Wähler!,Ärger,anger,The SVP reveals your voters!
"Klimasünder zahlen, Klimaschützer kassieren",Vertrauen,love,"Pay climate offices, collect climate protectors"
Trump als Grund für Gefängnisrevolte,Unklar,neutral,Trump as the reason for prison revolts
Venezuelas Regierung erhöht den Mindestlohn - neue Proteste geplant,Traurigkeit,sadness,Venezuela's government increases the minimum wage - new protests planned
Transmenschen sollen Geschlecht und Vornamen einfacher ändern können,Unklar,neutral,Trans people should be able to change gender and first names more easily
Bund senkt Medikamentenpreise um 60 Millionen Franken,Überraschung,surprise,Federation reduces medication prices by CHF 60 million
"Drogen zu verteufeln, nützt nur den Dealern",Traurigkeit,sadness,"To demonize drugs, only use the dealers"
Der Nationalrat stimmt knapp für eine Frauenquote,Freude,happiness,The National Council is just right for a quota for women
Ärzte verdienen bis zu einer Million. Jetzt wird es der Politik zu viel,Überraschung,surprise,Doctors earn up to a million.Now it will be too much for politics
Bedingungsloses Grundeinkommen fällt im Nationalrat durch,Angst,worry,Unconditional basic income falls through the National Council
Höhere ETH-Gebühren nur für Ausländer,Ärger,anger,Higher ETH fees only for foreigners
Polizeigewalt in USA führt zu psychischen Problemen bei Schwarzen,Traurigkeit,sadness,Police violence in the USA leads to psychological problems in blacks
Energieanlagen in Schweizer Hand könnten Hälfte der AKW ersetzen,Antizipation,enthusiasm,Energy systems in Swiss hands could replace half of the nuclear power plant
Die Reanimation des CO2-Gesetzes hat begonnen,Antizipation,enthusiasm,The resuscitation of the CO2 law has started
Coca Cola und viele Investoren setzen auf Cannabis,Antizipation,enthusiasm,Coca Cola and many investors rely on cannabis
Wieso plötzlich alle in Deutschland den Mindestlohn toll finden,Überraschung,surprise,Why suddenly everyone in Germany finds the minimum wage great
Die Papi-Zeit wird mehrheitsfähig: Alles über die Debatte zum Vaterschaftsurlaub,Antizipation,enthusiasm,The dad's time becomes majority: everything about the debate on paternity vacation
Liberalismus ist auch eine Charakterfrage,Unklar,neutral,Liberalism is also a question of character
Kein Ausländerstimmrecht im Kanton Luzern,Unklar,neutral,No right to vote in the canton of Lucerne
Hitzesommer läutet Klimawandel im Bundeshaus ein,Antizipation,enthusiasm,Hitzesommer heralds climate change in the Bundeshaus
"Müsste die EU der Schweiz nicht einen Betrag für den Marktzugang zahlen?, fragt SVP-Präsident Rösti und erhält vom Bundesrat eine Ökonomie-Lektion",Vertrauen,love,"Shouldn't Switzerland pay an amount for market access?, Asks SVP President Rösti and receives an economic lesson from the Federal Council"
"Kommt Froome davon, hat der Radsport einen Totalschaden!",Ekel,hate,"If Froome gets away, cycling has a total loss!"
SVP verpasst Steilvorlage beim Waffenrecht,Antizipation,enthusiasm,SVP misses steep template for weapons law
«Theologisch hat der Schleier keine Bedeutung»,Antizipation,enthusiasm,"""Theologically, the veil has no meaning"""
AHV-Reform belastet vor allem die Jungen,Antizipation,enthusiasm,AHV reform is particularly stressful for the boys
Auch in der Agglo läufts der SVP nicht mehr,Traurigkeit,sadness,"Even in the Agglo, the SVP no longer run"
«Google hat uns fast gekillt»,Ärger,anger,«Google had unsolved unsolves»
«Jetzt können die Stammtisch-Diskussionen losgehen»,Freude,happiness,"""Now the regulars' discussions can start"""
Den Kitas hauts den Nuggi raus,Überraschung,surprise,The daycare centers having the nuggi out
