sentence_de,emotion_de,emotion_en,sentence_en
Künstliche Intelligenz gegen Hass,Unklar,neutral,
Vier Forderungen zur Regulierung künstlicher Intelligenz,Unklar,neutral,
Papst verteilt 300 Regenschirme an Obdachlose in Rom,Vertrauen,love,
Wird das Volk über die Kündigung des Freizügigkeitsabkommens abstimmen? Gibt es mehr Einwanderung als vorher? Die wichtigsten Fragen zur Migrationsdebatte im Nationalrat,Antizipation,enthusiasm,
Daran arbeitet Apple beim autonomen Fahren,Vertrauen,love,
Britische Werbeaufsicht: Ab 30 000 Followern gelten für Influencer dieselben Regeln wie für Prominente,Überraschung,surprise,
Machtkämpfe im Radsport,Ärger,anger,
Der #MeToo-Backlash rollt an,Traurigkeit,sadness,
Gleiche Öffnungszeiten für alle Läden,Antizipation,enthusiasm,
Umweltrisiken am WEF: «Zwischen Klimaschutz und Profit besteht kein Zielkonflikt»,Unklar,neutral,
Klimawandel-Opfer verbünden sich,Vertrauen,love,
Der Glaube und die Politik,Überraschung,surprise,
Zwei oder drei Grad Erwärmung machen Unterschied,Angst,worry,
Der Flugverkehr steht am Klima-Pranger – dabei ist er mit seinen Hausaufgaben in Sachen Klimaschutz auf Kurs,Vertrauen,love,
Frauen leisten weiterhin mehr unbezahlte Arbeit als Männer,Überraschung,surprise,
Warum Otto Normalverbraucher für Luxuskosmetik werben,Überraschung,surprise,
Bundesrat gegen längeren Vaterschaftsurlaub,Antizipation,enthusiasm,
SP-Chef Christian Levrat: «Wir erhalten eine AHV-Sanierung ohne Leistungsabbau»,Antizipation,enthusiasm,
Bitte keine Panik – im Umgang mit künstlicher Intelligenz ist Augenmass gefragt,Überraschung,surprise,
In der Zürcher Gemeinde Rheinau soll das Grundeinkommen getestet werden,Antizipation,enthusiasm,
"Adoptiert zu sein, ist auch normal",Vertrauen,love,
Frickers Nachfolgerin Irène Kälin will Islam anerkennen,Traurigkeit,sadness,
Getreideproduktion bereits 2020 gefährdet,Angst,worry,
Die Zürcher Kulturbranche meldet ihren Anspruch auf (mehr) Fördergelder an,Vertrauen,love,
Bischof Morerod lehnt absolutes Burkaverbot ab,Vertrauen,love,
«Das ist eine Verzweiflungstat der SVP»,Vertrauen,love,
"Das Klima wandelt sich, und wir wandeln uns mit ihm: Ein anderer Blick auf Greta Thunbergs Aufruf zur Panik",Überraschung,surprise,
Fragen und Antworten zur Grippeimpfung,Vertrauen,love,
Wie hart trifft der Sparhammer Schulen und Unis?,Überraschung,surprise,
"Stadt Zürich: Millionen im Plus, doch der Steuerfuss bleibt tabu",Antizipation,enthusiasm,
«Sie taten schlicht und einfach ihren Job»,Ärger,anger,
Reisen mit öffentlichem Verkehr wird im Dezember nicht teurer,Vertrauen,love,
Haben Hacker das iPhone X geknackt?,Überraschung,surprise,
Frauen stehen am meisten auf Frauen,Überraschung,surprise,
IWF unterstützt Negativzinsen bei Notenbanken,Antizipation,enthusiasm,
Tech-Milliardär Elon Musk fordert globales Grundeinkommen,Antizipation,enthusiasm,
"Europa hat ein legitimes Recht auf Selbstschutz. Und doch reicht es nicht, gegen die unkontrollierte Migration aus dem Süden Mauern zu errichten – es braucht neue Tore",Unklar,neutral,
Der grosse Vergleich Österreich-Schweiz,Antizipation,enthusiasm,
Mexiko geht härter mit Migranten um,Ärger,anger,
Jedes Jahr hungern 5 Millionen mehr,Traurigkeit,sadness,
Muss sich Europa vor China fürchten?,Überraschung,surprise,
Auch Zürcher Google-Mitarbeiter protestieren,Antizipation,enthusiasm,
Die SVP verliert deutlich mehr als erwartet – bleibt aber stärkste Partei,Unklar,neutral,
Werbeplakate verbieten? Keine gute Idee!,Antizipation,enthusiasm,
Tourminator am Ende!,Antizipation,enthusiasm,
Preise für Billette im öffentlichen Verkehr steigen weniger stark,Freude,happiness,
Ausreisesperren gegen Polit-Hooligans,Antizipation,enthusiasm,
Winterthur will mehr Kaderfrauen,Überraschung,surprise,
Grossaufmarsch der smarten Speaker,Antizipation,enthusiasm,
Chinesen testen Genmanipulation an Embryos,Unklar,neutral,
Wildschweine bleiben «verschont»,Antizipation,enthusiasm,
Bundesgericht legt Messlatte für lebenslange Verwahrung hoch,Überraschung,surprise,
Daran arbeitet Apple beim autonomen Fahren,Freude,happiness,
Ab jetzt gilt ein Mindestlohn im Kanton Neuenburg,Vertrauen,love,
Mehrheit in der Schweiz für Mindestlohn,Unklar,neutral,
"Nach Feuertod: Über 200 Flüchtlinge kommen aufs griechische Festland, Massenabschiebungen geplant – sechs Antworten zur Situation in Moria",Traurigkeit,sadness,
Uno-Länder einigen sich auf Abkommen zur Massenmigration,Antizipation,enthusiasm,
Self-Scanning-Bschiss kostet 3000 Franken,Unklar,neutral,
Forscher setzen bei Mäusen sanftere Gentherapie ein,Antizipation,enthusiasm,
Wie der Bundesrat die berufliche Vorsorge stabilisieren will,Unklar,neutral,
Chinesen lassen Bitcoin abstürzen,Antizipation,enthusiasm,
Starke Umverteilung trotz Steuertourismus,Überraschung,surprise,
Verbände für «Flexibilisierung» des Arbeitsgesetzes,Unklar,neutral,
Obama will am Montag Aktionsplan gegen Klimawandel vorstellen,Antizipation,enthusiasm,
"«Alles, was Gott erschaffen hat, ist gut»",Überraschung,surprise,
Huawei will mit Influencern die Nummer 1 werden,Vertrauen,love,
"Vorwurf: Rassismus! – Wer bei roten Lippen gleich an Blackface denkt, schaut mit dem Blick des Klansmanns auf die Welt",Ärger,anger,
